128,car,0.7360,41,1427,321,1516,381
128,bus,0.7480,1,1288,241,1416,371
128,person,0.7796,42,141,244,226,474
129,car,0.7177,41,1431,321,1516,381
129,bus,0.7085,1,1288,241,1416,370
129,person,0.7546,42,148,245,229,472
130,car,0.7150,41,1432,321,1516,381
130,bus,0.6997,1,1287,242,1415,369
130,person,0.7916,42,156,244,233,471
131,car,0.7161,41,1430,321,1515,381
131,bus,0.7102,1,1287,241,1413,369
131,person,0.8289,42,161,247,239,470
132,car,0.7235,41,1424,321,1515,381
132,bus,0.7071,1,1287,242,1411,368
132,person,0.8315,42,167,246,245,470
133,car,0.7126,41,1424,321,1515,381
133,person,0.8533,42,171,241,251,469
134,car,0.7186,41,1424,321,1514,382
134,person,0.8513,42,178,240,259,467
135,car,0.7095,41,1424,321,1513,382
135,bus,0.6662,1,1286,246,1408,367
135,person,0.8252,42,182,241,273,467
136,car,0.7173,41,1420,320,1513,382
136,bus,0.7117,1,1287,247,1408,367
136,person,0.8235,42,185,246,279,468
137,car,0.7070,41,1420,320,1514,382
137,bus,0.6304,1,1286,247,1407,366
137,person,0.8285,42,188,250,282,468
138,car,0.7068,41,1419,320,1514,382
138,bus,0.6607,1,1285,248,1405,367
138,person,0.8482,42,191,256,284,469
139,car,0.6956,41,1419,321,1514,382
139,bus,0.6999,1,1284,249,1404,368
139,person,0.8597,42,193,257,287,469
140,car,0.6922,41,1419,320,1515,382
140,bus,0.7012,1,1283,250,1403,367
140,person,0.8615,42,196,262,288,469
141,car,0.6911,41,1420,321,1515,382
141,person,0.8590,42,200,257,289,468
142,car,0.6838,41,1422,321,1514,381
142,person,0.8381,42,205,255,290,467
143,car,0.6892,41,1423,321,1516,382
143,person,0.8207,42,212,254,290,465
144,car,0.6707,41,1424,322,1516,382
144,person,0.8256,42,221,248,292,464
145,car,0.6614,41,1425,322,1516,382
145,bus,0.6398,1,1277,249,1394,365
145,person,0.7970,42,229,245,294,462
146,car,0.6160,41,1425,322,1515,381
146,person,0.7992,42,233,244,296,461
147,bus,0.6357,1,1276,250,1393,365
148,bus,0.7161,1,1276,250,1392,365
149,bus,0.7376,1,1276,250,1392,365
149,person,0.8004,42,242,242,309,461
150,bus,0.7520,1,1275,250,1391,364
150,person,0.7936,42,243,246,316,461
151,bus,0.7769,1,1274,250,1389,364
151,person,0.7733,42,244,249,320,461
152,bus,0.8252,1,1274,251,1386,364
152,person,0.7979,42,244,251,323,460
153,bus,0.8118,1,1274,251,1385,364
153,person,0.7877,42,248,252,326,459
154,bus,0.7735,1,1273,251,1384,362
154,person,0.7493,42,251,256,330,459
155,bus,0.7816,1,1272,251,1382,362
155,person,0.7238,42,253,255,331,459
156,bus,0.7558,1,1271,252,1381,362
156,person,0.7982,42,260,253,334,452
157,bus,0.7533,1,1270,252,1379,362
157,person,0.7922,42,266,252,338,449
158,bus,0.7089,1,1270,252,1378,362
158,person,0.7878,42,275,246,343,450
159,bus,0.7474,1,1271,252,1379,362
159,person,0.7992,42,282,244,350,450
160,bus,0.7825,1,1270,252,1379,362
160,person,0.8037,42,289,245,355,451
161,bus,0.7724,1,1269,252,1378,361
161,person,0.7902,42,292,250,360,451
162,bus,0.7574,1,1269,252,1377,361
162,person,0.7435,42,295,257,366,452
163,bus,0.7580,1,1269,252,1375,361
163,person,0.7320,42,298,262,373,451
164,bus,0.7840,1,1269,252,1374,361
164,person,0.8044,42,301,265,379,451
165,bus,0.7638,1,1267,254,1373,361
165,person,0.8244,42,303,262,383,451
166,bus,0.7723,1,1264,254,1371,360
166,person,0.8208,42,305,262,385,451
167,bus,0.7820,1,1263,254,1370,359
167,person,0.8364,42,305,262,387,451
168,bus,0.7937,1,1262,254,1369,358
168,person,0.8537,42,308,259,388,450
169,bus,0.7892,1,1261,254,1368,358
169,person,0.8123,42,312,258,389,450
170,bus,0.7731,1,1259,255,1367,358
170,person,0.7690,42,318,257,393,450
171,car,0.6005,41,1425,323,1514,382
171,bus,0.7569,1,1258,255,1365,357
171,person,0.7618,42,326,257,395,448
172,bus,0.7231,1,1258,256,1364,357
172,person,0.7731,42,332,259,396,447
173,bus,0.7211,1,1258,257,1362,357
173,person,0.8006,42,337,258,398,445
174,bus,0.7217,1,1258,257,1361,357
174,person,0.6085,42,341,258,400,444
175,bus,0.7288,1,1257,257,1360,357
176,bus,0.7065,1,1256,257,1359,357
176,car,0.6073,65,1359,321,1398,357
177,bus,0.6696,1,1256,257,1358,358
177,person,0.7630,42,348,258,409,444
177,car,0.6085,65,1359,321,1399,357
178,bus,0.6824,1,1256,257,1357,358
178,person,0.8010,42,348,255,413,444
178,car,0.6172,65,1359,321,1399,357
179,bus,0.6412,1,1256,257,1356,358
179,person,0.7701,42,350,255,415,444
179,car,0.6335,65,1360,321,1400,357
180,bus,0.6392,1,1255,258,1355,358
180,person,0.7555,42,349,255,418,443
180,car,0.6427,65,1360,321,1401,356
181,person,0.7330,42,349,257,423,444
181,car,0.6655,65,1357,321,1401,356
182,person,0.7347,42,355,259,425,443
182,car,0.6422,65,1355,321,1401,356
183,person,0.7586,42,360,262,428,442
183,car,0.6345,65,1356,321,1401,356
184,person,0.7592,42,366,263,430,440
184,car,0.6229,65,1357,321,1401,356
185,person,0.7332,42,373,261,434,439
185,car,0.6318,65,1360,321,1401,356
186,person,0.7445,42,379,258,439,440
186,car,0.6290,65,1362,321,1401,356
187,person,0.7488,42,382,258,444,440
187,car,0.6176,65,1363,322,1401,356
188,person,0.7795,42,386,257,448,438
188,car,0.6291,65,1362,322,1400,356
189,person,0.7501,42,392,257,452,437
189,car,0.6292,65,1361,322,1401,356
190,person,0.7242,42,395,263,458,437
190,car,0.6335,65,1363,322,1400,356
191,person,0.7373,42,397,269,465,438
191,car,0.6245,65,1364,322,1400,356
192,person,0.7442,42,399,271,468,438
192,car,0.6133,65,1362,322,1399,356
193,person,0.7687,42,400,275,472,438
193,car,0.6109,65,1361,322,1398,356
194,person,0.7175,42,400,269,474,438
194,car,0.6087,65,1362,322,1398,356
194,car,0.6198,66,1340,322,1383,353
195,person,0.7223,42,401,267,476,438
195,car,0.6072,65,1363,322,1398,356
195,car,0.6062,66,1340,322,1381,353
196,person,0.7384,42,404,270,476,437
197,person,0.7319,42,409,270,478,436
198,person,0.7492,42,414,269,478,435
199,person,0.7454,42,419,270,478,432
200,person,0.7217,42,424,268,480,432
201,person,0.7414,42,428,263,484,431
202,person,0.7256,42,431,258,486,430
202,car,0.6071,65,1363,323,1398,356
204,person,0.7546,42,436,262,488,429
204,car,0.6136,65,1362,323,1397,356
205,person,0.7659,42,437,262,491,430
205,car,0.6075,65,1361,323,1397,356
206,person,0.7522,42,439,267,493,430
206,car,0.6433,65,1362,322,1398,357
207,person,0.7056,42,443,273,495,432
207,car,0.6444,65,1362,322,1398,357
208,person,0.6277,42,444,275,498,432
208,car,0.6557,65,1361,322,1398,357
209,person,0.6523,42,446,275,501,432
209,car,0.6479,65,1360,322,1398,357
210,bus,0.6675,1,1246,262,1330,351
210,person,0.7050,42,449,276,502,431
210,car,0.6512,65,1361,322,1398,357
211,car,0.6279,65,1361,322,1398,357
212,person,0.6210,42,456,264,511,429
212,car,0.6283,65,1362,322,1398,357
213,bus,0.6038,1,1245,262,1328,349
213,person,0.6984,42,459,262,514,427
213,car,0.6312,65,1364,322,1398,357
214,person,0.7355,42,461,263,517,426
214,car,0.6360,65,1364,322,1398,357
215,person,0.6920,42,463,263,520,426
215,car,0.6254,65,1363,322,1398,357
216,person,0.6008,42,468,263,523,427
216,car,0.6089,65,1365,322,1397,357
217,car,0.6064,65,1365,322,1397,357
218,person,0.6510,42,474,269,527,423
218,car,0.6113,65,1365,322,1397,357
219,car,0.6154,65,1366,322,1397,357
220,person,0.6112,42,478,274,535,423
220,car,0.6215,65,1365,322,1397,357
220,car,0.6147,66,1344,321,1383,352
221,person,0.7140,42,477,275,540,423
221,car,0.6199,65,1365,322,1398,357
221,car,0.6140,66,1344,321,1383,352
222,car,0.6048,41,1429,323,1509,381
222,person,0.6809,42,478,274,542,423
222,car,0.6222,65,1367,322,1398,357
223,car,0.6097,41,1429,323,1509,381
223,person,0.6701,42,481,269,542,422
223,car,0.6132,65,1367,322,1398,357
224,car,0.6137,41,1429,323,1509,381
224,person,0.6300,42,482,267,544,421
224,car,0.6027,65,1368,322,1398,357
225,car,0.6165,41,1429,323,1509,380
225,person,0.6607,42,487,268,545,423
225,car,0.6050,65,1367,322,1398,357
226,car,0.6169,41,1429,323,1510,381
226,person,0.6554,42,494,269,545,421
227,car,0.6085,41,1429,323,1509,381
227,person,0.6359,42,498,269,547,421
228,car,0.6019,41,1429,323,1509,380
228,person,0.7113,42,501,270,549,421
229,person,0.7216,42,503,270,550,420
230,person,0.6053,42,505,272,553,420
232,person,0.6925,42,507,273,558,420
233,person,0.6917,42,507,279,559,419
234,car,0.6238,41,1429,323,1508,380
234,person,0.7113,42,507,278,562,419
235,car,0.6171,41,1429,323,1507,380
235,person,0.7339,42,510,275,564,420
235,car,0.6110,65,1364,322,1398,357
236,car,0.6379,41,1429,323,1508,380
236,person,0.7516,42,511,273,565,420
236,car,0.6043,65,1364,322,1398,357
237,car,0.6453,41,1429,323,1507,379
237,person,0.6823,42,513,273,568,420
238,car,0.6545,41,1429,322,1508,380
238,person,0.6669,42,517,272,571,420
238,car,0.6138,82,1299,319,1345,351
239,car,0.6680,41,1429,322,1508,380
239,person,0.6868,42,520,271,573,417
239,car,0.6217,82,1299,319,1345,351
240,car,0.6884,41,1429,322,1507,381
240,person,0.7457,42,524,270,576,417
240,car,0.6238,65,1365,322,1399,357
240,car,0.6406,82,1298,320,1346,351
241,car,0.6908,41,1429,322,1507,381
241,person,0.7674,42,526,267,579,415
241,car,0.6263,65,1365,322,1399,357
241,car,0.6483,82,1298,320,1346,350
242,car,0.6887,41,1430,322,1508,382
242,person,0.7734,42,530,269,582,415
242,car,0.6329,65,1366,322,1399,357
242,car,0.6454,82,1298,319,1346,350
243,car,0.6752,41,1430,322,1507,381
243,person,0.7771,42,532,267,583,415
243,car,0.6323,65,1366,322,1399,357
243,car,0.6486,82,1298,319,1346,350
244,car,0.6699,41,1430,322,1507,380
244,person,0.7809,42,533,268,585,415
244,car,0.6226,65,1366,322,1399,357
244,car,0.6478,82,1298,320,1345,350
245,car,0.6711,41,1431,322,1505,379
245,person,0.7667,42,533,271,589,414
245,car,0.6174,65,1366,322,1399,357
245,car,0.6276,82,1298,320,1346,350
246,car,0.6586,41,1431,322,1504,378
246,person,0.7106,42,534,274,592,413
246,car,0.6231,65,1366,322,1399,357
246,car,0.6155,82,1298,319,1346,350
247,car,0.6305,41,1431,322,1504,379
247,person,0.6949,42,536,273,592,413
247,car,0.6153,65,1366,322,1399,357
247,car,0.6081,82,1299,319,1346,350
248,car,0.6144,41,1431,322,1503,379
248,person,0.7369,42,538,275,594,413
248,car,0.6221,65,1366,322,1399,357
248,car,0.6191,82,1299,319,1345,350
249,car,0.6262,41,1431,322,1504,379
249,person,0.7375,42,542,275,595,412
249,car,0.6241,65,1365,322,1399,357
249,car,0.6184,82,1299,319,1345,350
250,car,0.6293,41,1431,322,1504,378
250,person,0.7353,42,544,275,596,410
250,car,0.6161,65,1365,322,1398,357
250,car,0.6112,82,1298,319,1345,350
251,car,0.6369,41,1432,322,1505,379
251,person,0.7419,42,548,274,597,409
251,car,0.6242,65,1366,322,1399,357
251,car,0.6145,82,1299,319,1345,349
252,car,0.6636,41,1432,322,1505,378
252,person,0.7389,42,551,274,600,412
252,car,0.6121,65,1366,322,1399,357
253,car,0.6989,41,1431,322,1506,379
253,person,0.7425,42,553,271,602,414
253,car,0.6155,65,1366,322,1399,357
254,car,0.7047,41,1431,322,1508,380
254,person,0.7872,42,556,272,605,411
254,car,0.6196,65,1365,322,1399,357
255,car,0.7194,41,1431,322,1509,380
255,person,0.6793,42,557,274,606,412
255,car,0.6197,65,1365,322,1399,356
256,car,0.7303,41,1431,322,1510,380
256,car,0.6137,65,1365,322,1399,356
257,car,0.7355,41,1431,322,1510,380
257,car,0.6177,65,1365,322,1399,356
258,car,0.7268,41,1431,323,1510,380
258,car,0.6092,65,1366,322,1399,356
259,car,0.7188,41,1431,323,1510,380
259,car,0.6084,65,1366,322,1399,356
260,car,0.7244,41,1431,323,1511,379
260,car,0.6234,65,1366,322,1398,356
261,car,0.7209,41,1431,323,1510,379
261,car,0.6262,65,1365,322,1398,356
261,car,0.6031,66,1343,321,1384,352
262,car,0.7307,41,1431,323,1510,379
262,car,0.6219,65,1365,322,1398,356
262,car,0.6007,82,1300,318,1346,348
263,car,0.7054,41,1431,323,1509,379
263,car,0.6232,65,1365,322,1398,356
263,person,0.6782,42,571,279,620,410
264,car,0.6636,41,1430,323,1508,379
264,person,0.7071,42,574,277,621,411
265,car,0.6512,41,1430,323,1506,379
265,person,0.7164,42,576,276,622,413
266,car,0.6374,41,1430,323,1505,379
268,person,0.6844,42,583,276,626,408
269,person,0.7385,42,585,275,628,409
270,person,0.6376,42,586,277,630,408
277,person,0.6912,42,599,277,644,403
278,person,0.6746,109,0,296,52,509
279,person,0.7764,109,0,297,53,508
280,person,0.7175,42,604,276,653,401
281,person,0.6846,42,606,278,654,401
281,person,0.7641,109,0,286,55,508
282,person,0.7385,42,608,273,655,402
282,person,0.8119,109,0,272,58,508
283,person,0.7338,42,610,268,659,402
283,person,0.8390,109,0,250,59,508
284,person,0.7013,42,612,268,659,401
284,person,0.8227,109,0,240,62,508
285,person,0.6858,42,614,268,662,398
285,person,0.7916,109,0,234,64,507
286,person,0.6582,42,616,270,663,398
286,person,0.8272,109,0,234,68,507
287,person,0.6892,42,617,271,664,397
287,person,0.8176,109,0,235,73,507
288,person,0.7037,42,618,271,665,398
288,person,0.8233,109,0,236,78,506
289,person,0.7128,42,619,273,665,399
289,person,0.8182,109,0,238,87,505
290,person,0.6787,42,619,275,665,399
290,person,0.8218,109,2,238,95,504
291,person,0.7577,42,621,276,667,400
291,person,0.7777,109,4,241,100,502
292,car,0.6025,82,1300,319,1344,349
292,person,0.6830,42,622,278,668,401
292,person,0.8404,109,6,241,105,502
293,car,0.6043,82,1300,319,1344,349
293,person,0.6736,42,624,277,668,401
293,person,0.8382,109,7,240,109,502
294,car,0.6092,82,1300,319,1344,348
294,person,0.6947,42,624,277,670,398
294,person,0.8198,109,5,239,113,501
295,car,0.6166,82,1300,319,1344,348
295,person,0.7145,42,624,278,672,398
295,person,0.8112,109,9,238,114,500
296,car,0.6188,82,1300,319,1344,348
296,person,0.6469,42,624,278,674,398
296,person,0.8416,109,3,239,118,498
297,car,0.6139,82,1300,319,1344,348
297,person,0.7039,42,624,275,677,400
297,person,0.7957,109,1,239,123,495
298,car,0.6031,82,1300,319,1344,348
298,person,0.6299,42,624,273,679,398
298,person,0.7911,109,3,240,126,494
299,person,0.6652,42,625,272,680,397
299,person,0.7262,109,8,238,130,492
300,person,0.6575,109,13,241,131,491
301,person,0.6393,109,18,244,133,490
302,person,0.6190,119,61,245,159,495
303,person,0.6740,119,49,243,172,493
304,person,0.7885,119,46,245,181,493
305,person,0.6901,42,644,283,683,397
305,person,0.8458,119,62,250,186,493
306,person,0.6893,42,645,281,686,398
306,person,0.8328,119,69,250,188,493
307,person,0.6517,42,647,280,688,400
307,person,0.7422,119,73,253,190,492
308,person,0.7123,42,648,276,690,400
309,person,0.6182,119,99,253,189,489
309,person,0.6453,109,60,250,119,485
310,person,0.6175,42,649,274,691,399
310,person,0.6409,119,99,258,193,489
310,person,0.6537,109,62,251,124,484
311,person,0.7807,119,107,254,195,489
311,person,0.6779,109,68,247,129,483
312,car,0.6085,82,1298,318,1344,347
312,person,0.7125,119,116,255,198,489
312,person,0.6576,109,75,250,135,484
313,car,0.6109,82,1299,318,1344,347
313,person,0.6307,119,127,257,202,485
313,person,0.6704,109,80,258,137,482
314,car,0.6134,82,1299,319,1344,346
314,person,0.6767,109,86,254,147,482
315,car,0.6240,82,1299,318,1344,346
315,person,0.6747,119,136,245,209,485
315,person,0.6762,109,90,254,148,481
316,car,0.6271,82,1298,318,1344,346
316,person,0.6762,119,140,248,214,485
316,person,0.7248,109,94,255,153,479
317,car,0.6313,82,1298,318,1344,347
317,person,0.6974,119,146,259,221,483
317,person,0.7523,109,97,256,158,478
318,car,0.6277,82,1298,318,1344,347
318,person,0.7359,119,150,255,229,481
318,person,0.7132,109,101,257,165,477
318,person,0.6346,42,657,269,699,396
319,car,0.6309,82,1298,318,1345,347
319,person,0.7152,119,152,256,236,480
319,person,0.6548,109,106,257,173,476
319,person,0.6131,42,658,269,700,398
320,car,0.6213,82,1298,318,1345,347
320,person,0.7423,119,154,257,242,479
320,person,0.6160,109,109,256,177,477
320,person,0.6391,42,659,269,700,397
321,car,0.6243,82,1298,318,1345,347
321,person,0.7347,119,156,253,245,478
321,person,0.6319,109,110,254,181,477
321,person,0.6336,42,663,268,702,393
322,car,0.6131,82,1297,318,1343,347
322,person,0.6527,119,163,251,246,477
322,person,0.6114,109,114,252,185,475
322,person,0.6458,42,665,267,705,393
323,car,0.6176,82,1296,317,1343,347
323,person,0.7225,119,167,251,247,477
323,person,0.6827,109,117,253,187,473
323,person,0.6216,42,666,268,707,394
324,car,0.6122,41,1429,323,1511,380
324,car,0.6284,82,1296,317,1343,347
324,person,0.7084,119,177,256,252,478
324,person,0.6738,109,120,256,190,474
324,person,0.6483,42,666,270,708,394
325,car,0.6191,41,1429,323,1509,380
325,car,0.6441,82,1296,317,1343,347
325,person,0.6660,119,184,255,254,476
325,person,0.6584,109,121,257,194,470
326,car,0.6142,41,1429,323,1509,380
326,car,0.6582,82,1295,317,1344,348
326,person,0.6765,119,189,251,261,475
326,person,0.7497,109,127,254,201,470
327,car,0.6318,41,1430,323,1509,380
327,car,0.6645,82,1294,317,1344,348
327,person,0.6855,119,194,251,264,477
327,person,0.7597,109,132,254,208,470
328,car,0.6095,41,1430,322,1509,380
328,car,0.6635,82,1294,317,1344,348
328,person,0.7095,119,198,251,267,476
328,person,0.7904,109,137,253,213,470
329,car,0.6102,41,1430,322,1509,380
329,car,0.6647,82,1294,317,1344,348
329,person,0.6567,119,203,259,276,476
329,person,0.7947,109,140,257,218,470
330,car,0.6280,41,1430,322,1509,380
330,car,0.6485,82,1295,317,1344,348
330,person,0.6092,119,209,261,289,475
330,person,0.8240,109,145,261,221,470
331,car,0.6528,41,1431,322,1509,380
331,car,0.6185,82,1295,317,1344,348
331,person,0.7097,119,215,262,298,472
331,person,0.8609,109,152,261,222,471
332,car,0.6524,41,1431,322,1509,381
